original_meal,cleaned_meal,cluster_id
شوربة فيرميسال بعصير الدجاج، دجاج روتي، بوراك، بطاطة مرحية، سلاطة متنوعة،بيض،زلابية أو قلب اللوز،موز،ماء معدني,شوربة فيرميسال بعصير الدجاج دجاج روتي بوراك بطاطة مرحية سلاطة متنوعة بيض زلابية أو قلب اللوز موز ماء معدني,4
كسكس بالزبيب، ياؤورت بالفواكه،جبن طري، عصير، تمر، ماء معدني,كسكس بالزبيب ياؤورت بالفواكه جبن طري عصير تمر ماء معدني,32
شوربة فريك، بوراك، قرتان بالجلبانة و الجزر، روتي لحم العجل، سلاطة متنوعة، بيض، زلابية أو قلب اللوز،برتقال، تمر، ماء معدني,شوربة فريك بوراك قرتان بالجلبانة و الجزر روتي لحم العجل سلاطة متنوعة بيض زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، كرام ديسار،جبن طري، كرواصون، تفاح، ماء معدني,كسكس بالزبيب كرام ديسار جبن طري كرواصون تفاح ماء معدني,18
شوربة فريك، بوراك،كرات اللحم بالفطر، سلاطة العجائن، طاجين الحلو،برتقال،تمر، ياؤورت بالفواكه ،ماء معدني,شوربة فريك بوراك كرات اللحم بالفطر سلاطة العجائن طاجين الحلو برتقال تمر ياؤورت بالفواكه ماء معدني,4
كسكس بالزبيب، رايب، بيض، حلوى جافة، عصير، ماء معدني,كسكس بالزبيب رايب بيض حلوى جافة عصير ماء معدني,32
شوربة فريك، فولوفون، طاجين الزيتون بالفطر،دجاج روتي، سلاطة خضراء، بيض، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,شوربة فريك فولوفون طاجين الزيتون بالفطر دجاج روتي سلاطة خضراء بيض زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، ياؤورت بالفواكه، جبن طري، مادلان، ماء معدني,كسكس بالزبيب ياؤورت بالفواكه جبن طري مادلان ماء معدني,32
حساء بالخضر، فلوفون، طبق إختياري، سلاطة جزائرية، قلب اللوز أو زلابية، تمر، موز، ماء معدني,حساء بالخضر فلوفون طبق إختياري سلاطة جزائرية قلب اللوز أو زلابية تمر موز ماء معدني,4
كسكس بالزبيب، لبن، بيض، بريوش، تفاح، ماء معدني,كسكس بالزبيب لبن بيض بريوش تفاح ماء معدني,32
شوربة فريك، بوراك، بطاطة كوشة بعصير الدجاج، دجاج روتي، سلاطة متنوعة، طاجين الحلو،تمر، عصير، ماء معدني,شوربة فريك بوراك بطاطة كوشة بعصير الدجاج دجاج روتي سلاطة متنوعة طاجين الحلو تمر عصير ماء معدني,4
كسكس بالزبيب، كرام ديسار، جبن طري، خبز الشكولاطة، ماء معدني,كسكس بالزبيب كرام ديسار جبن طري خبز الشكولاطة ماء معدني,18
شوربة فريك، فلوفون، أرز، سمك القد في الصلصة، سلاطة متنوعة، بيض، زلابية أو قلب اللوز، تمر، برتقال، ماء معدني,شوربة فريك فلوفون أرز سمك القد في الصلصة سلاطة متنوعة بيض زلابية أو قلب اللوز تمر برتقال ماء معدني,4
كسكس بالزبيب، رايب، بيض، كرواصون، تفاح، ماء معدني,كسكس بالزبيب رايب بيض كرواصون تفاح ماء معدني,32
حساء الدجاج،بوراك، دجاج روتي، كباب، سلاطة متنوعة،زلابية أو قلب اللوز، برتقال،تمر، ماء معدني,حساء الدجاج بوراك دجاج روتي كباب سلاطة متنوعة زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، ياؤورت بالفواكه، جبن طري، بريوش، عصير، ماء معدني,كسكس بالزبيب ياؤورت بالفواكه جبن طري بريوش عصير ماء معدني,32
شوربة فريك، فلوفون، لحم قطع،سوفلي بالشوفلور، سلاطة بالعجائن، طاجين الحلو، ياؤورت بالفواكه، تمر، ماء معدني,شوربة فريك فلوفون لحم قطع سوفلي بالشوفلور سلاطة بالعجائن طاجين الحلو ياؤورت بالفواكه تمر ماء معدني,4
كسكس بالزبيب، لبن، بيض، بتي بان بالشكولاطة،تفاح، ماء معدني,كسكس بالزبيب لبن بيض بتي بان بالشكولاطة تفاح ماء معدني,32
حساء بالخضر، بوراك، شطيطحة باللحم و الزيتون،سلاطة متنوعة،بيض، زلابية أو قلب اللوز، ياؤورت بالفواكه،تمر، ماء معدني,حساء بالخضر بوراك شطيطحة باللحم و الزيتون سلاطة متنوعة بيض زلابية أو قلب اللوز ياؤورت بالفواكه تمر ماء معدني,4
كسكس بالزبيب، كرام ديسار، جبن، تفاح، حلوى جافة، عصير، ماء معدني,كسكس بالزبيب كرام ديسار جبن تفاح حلوى جافة عصير ماء معدني,32
شوربة فريك، بوراك، بطاطة مرحية، دجاج روتي، سلاطة بالعجائن، بيض، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,شوربة فريك بوراك بطاطة مرحية دجاج روتي سلاطة بالعجائن بيض زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، رايب، كرواصون، تفاح، ماء معدني,كسكس بالزبيب رايب كرواصون تفاح ماء معدني,32
حساء بالعدس، فلوفون، طبق إختياري، سلاطة متنوعة، طاجين الحلو، موز، تمر، ماء معدني,حساء بالعدس فلوفون طبق إختياري سلاطة متنوعة طاجين الحلو موز تمر ماء معدني,4
كسكس بالزبيب، ياؤورت بالفواكه، جبن طري، مادلان، تفاح، ماء معدني,كسكس بالزبيب ياؤورت بالفواكه جبن طري مادلان تفاح ماء معدني,32
شوربة فريك، بوراك، كباب، دجاج روتي، سلاطة متنوعة، زلابية أو قلب اللوز، كرام ديسار، تمر، ماء معدني,شوربة فريك بوراك كباب دجاج روتي سلاطة متنوعة زلابية أو قلب اللوز كرام ديسار تمر ماء معدني,4
شوربة فريك، فلوفون، طاجين الجلبانة بالجزر، لحم سوتي، سلاطة متنوعة، قلب اللوز أو زلابية،برتقال، تمر، ماء معدني,شوربة فريك فلوفون طاجين الجلبانة بالجزر لحم سوتي سلاطة متنوعة قلب اللوز أو زلابية برتقال تمر ماء معدني,4
كسكس بالزبيب، كرم ديسار، جبن طري،بتي بان بالشكولاطة، بيض، ماء معدني,كسكس بالزبيب كرم ديسار جبن طري بتي بان بالشكولاطة بيض ماء معدني,32
شوربة فريك، بوراك، دجاج روتي، طاجين الزيتون، سلاطة متنوعة، بيض، طاجين الحلو، برتقال، تمر،ماء معدني,شوربة فريك بوراك دجاج روتي طاجين الزيتون سلاطة متنوعة بيض طاجين الحلو برتقال تمر ماء معدني,4
حساء بالخضر، فلوفون، شرائح لحم، بطاطة مقلية، سلاطة متنوعة، زلابية أو قلب اللوز، موز، تمر، ماء معدني,حساء بالخضر فلوفون شرائح لحم بطاطة مقلية سلاطة متنوعة زلابية أو قلب اللوز موز تمر ماء معدني,4
كسكس بالزبيب، ياؤورت بالفواكه، جبن طري، مادلان، عصير، ماء معدني,كسكس بالزبيب ياؤورت بالفواكه جبن طري مادلان عصير ماء معدني,32
حساء بالخضر، فلوفون، لمثوم، سلاطة العجائن، زلابية أو قلب اللوز، ياؤورت بالفواكه، تمر، ماء معدني,حساء بالخضر فلوفون لمثوم سلاطة العجائن زلابية أو قلب اللوز ياؤورت بالفواكه تمر ماء معدني,4
قهوة حليب، حلوى جافة، عصير، جبن طري، خبز، بيض، تفاح، ماء معدني,قهوة حليب حلوى جافة عصير جبن طري خبز بيض تفاح ماء معدني,8
شوربة فريك، بوراك، دجاج روتي، بطاطة مرحية، سلاطة متنوعة، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,شوربة فريك بوراك دجاج روتي بطاطة مرحية سلاطة متنوعة زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، رايب، كرواصون، بيض، كرام ديسار، ماء معدني,كسكس بالزبيب رايب كرواصون بيض كرام ديسار ماء معدني,32
حساء العدس، فلوفون، لحم مع طبق إختياري، سلاطة متنوعة، طاجين الحلو، موز، تمر، ماء معدني,حساء العدس فلوفون لحم مع طبق إختياري سلاطة متنوعة طاجين الحلو موز تمر ماء معدني,4
قهوة حليب، بريوش، جبن طري، خبز، عصير، تفاح، ماء معدني,قهوة حليب بريوش جبن طري خبز عصير تفاح ماء معدني,8
شوربة فريك، بوراك، دجاج روتي، كباب، سلاطة متنوعة، زلابية أو قلب اللوز، تمر، تفاح، ماء معدني,شوربة فريك بوراك دجاج روتي كباب سلاطة متنوعة زلابية أو قلب اللوز تمر تفاح ماء معدني,4
كسكس بالزبيب، لبن، بيض، كرام ديسار، بريوش، ماء معدني,كسكس بالزبيب لبن بيض كرام ديسار بريوش ماء معدني,32
شوربة فريك، بوراك، سمك القد في الصلصة، أرز، بيض، سلاطة متنوعة، زلابية أو قلب اللوز، تمر، برتقال، ماء معدني,شوربة فريك بوراك سمك القد في الصلصة أرز بيض سلاطة متنوعة زلابية أو قلب اللوز تمر برتقال ماء معدني,4
قهوة حليب، كرواصون، جبن طري، خبز، كرام ديسار، عصير، ماء معدني,قهوة حليب كرواصون جبن طري خبز كرام ديسار عصير ماء معدني,8
حساء الدجاج، فلوفون، دجاج روتي، طاجين الزيتون، سلاطة جزائرية، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,حساء الدجاج فلوفون دجاج روتي طاجين الزيتون سلاطة جزائرية زلابية أو قلب اللوز برتقال تمر ماء معدني,4
كسكس بالزبيب، رايب، بيض، كرام ديسار، بريوش، عصير، ماء معدني,كسكس بالزبيب رايب بيض كرام ديسار بريوش عصير ماء معدني,32
شوربة فريك، بوراك، لحم قطع، سوفلي بالشوفلور، ماسيدوان، طاجين الحلو، ياؤورت بالفواكه، تمر، ماء معدني,شوربة فريك بوراك لحم قطع سوفلي بالشوفلور ماسيدوان طاجين الحلو ياؤورت بالفواكه تمر ماء معدني,4
قهوة حليب، جبن طري، خبز، كرام ديسار، بتي بان بالشكولاطة، تفاح، ماء معدني,قهوة حليب جبن طري خبز كرام ديسار بتي بان بالشكولاطة تفاح ماء معدني,8
حساء الخضر، فولفون، شطيطحة بالحم و الزيتون، ماسيدوان، بيض، زلابية أو قلب اللوز، ياؤورت بالفواكه، تمر، ماء معدني,حساء الخضر فولفون شطيطحة بالحم و الزيتون ماسيدوان بيض زلابية أو قلب اللوز ياؤورت بالفواكه تمر ماء معدني,4
كسكس بالزبيب، رايب، بيض، برتقال، حلوى جافة، عصير، ماء معدني,كسكس بالزبيب رايب بيض برتقال حلوى جافة عصير ماء معدني,32
شوربة فريك، بوراك، دجاج روتي، بطاطة مرحية، سلاطة بالعجائن، بيض، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,شوربة فريك بوراك دجاج روتي بطاطة مرحية سلاطة بالعجائن بيض زلابية أو قلب اللوز برتقال تمر ماء معدني,4
قهوة حليب، جبن طري، خبز، ياؤورت بالفواكه، كرواصون، تفاح، ماء معدني,قهوة حليب جبن طري خبز ياؤورت بالفواكه كرواصون تفاح ماء معدني,8
حساء العدس، فلوفون، لحم، طبق إختياري، سلاطة متنوعة، طاجين الحلو، موز، تمر، ماء معدني,حساء العدس فلوفون لحم طبق إختياري سلاطة متنوعة طاجين الحلو موز تمر ماء معدني,4
كسكس بالزبيب، لبن، بيض، خبز بالشكولاطة، تفاح، ماء معدني,كسكس بالزبيب لبن بيض خبز بالشكولاطة تفاح ماء معدني,32
شوربة فريك، بوراك، دجاج روتي، كباب، سلاطة متنوعة، زلابية أو قلب اللوز، برتقال، تمر، ماء معدني,شوربة فريك بوراك دجاج روتي كباب سلاطة متنوعة زلابية أو قلب اللوز برتقال تمر ماء معدني,4
قهوة حليب، جين طري، خبز، عصير، بريوش، كرام  ديسار، ماء معدني,قهوة حليب جين طري خبز عصير بريوش كرام ديسار ماء معدني,8
شوربة فريك، فلوفون، لحم العجل المشوي، الجلبانة بالجزر و البطاطة، سلاطة متنوعة، زلابية أو قلب اللوز، برتقال، تمر،ماء معدني,شوربة فريك فلوفون لحم العجل المشوي الجلبانة بالجزر و البطاطة سلاطة متنوعة زلابية أو قلب اللوز برتقال تمر ماء معدني,4
